   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.683558E-51   0.279475E-34   0.320792E-20   0.103376E-08   0.935250E+00   0.237547E+07   0.169390E+11   0.339107E+12   0.190590E+11   0.300731E+07   0.133220E+01   0.165682E-08   0.578487E-20   0.567057E-34   0.156053E-50   0.000000E+00   0.000000E+00   0.000000E+00
   0.166667E+00   0.100000E-02   0.100000E-02   0.100000E-02   0.100000E-02   0.100000E-02   0.100000E-02   0.100000E-02   0.100000E-02   0.100000E-02   0.100000E-02   0.100000E-02   0.100000E-02   0.879186E+00   0.224377E+07   0.161337E+11   0.324683E+12   0.260667E+11   0.267623E+07   0.424281E+03   0.330001E-02   0.100512E-02   0.999983E-03   0.100102E-02   0.999998E-03   0.100020E-02   0.100012E-02
   0.333333E+00   0.100000E-02   0.100000E-02   0.100000E-02   0.100000E-02   0.100000E-02   0.100000E-02   0.100000E-02   0.100000E-02   0.100000E-02   0.100000E-02   0.100000E-02   0.100000E-02   0.827566E+00   0.212183E+07   0.153829E+11   0.311176E+12   0.324659E+11   0.963744E+07   0.825118E+03   0.291031E-02   0.992853E-03   0.999999E-03   0.100203E-02   0.999999E-03   0.100039E-02   0.100024E-02
   0.500000E+00   0.100000E-02   0.100000E-02   0.100000E-02   0.100000E-02   0.100000E-02   0.100000E-02   0.993655E-03   0.100000E-02   0.100000E-02   0.100000E-02   0.998360E-03   0.100000E-02   0.780185E+00   0.200898E+07   0.146827E+11   0.298516E+12   0.383145E+11   0.223860E+08   0.307165E+04   0.613587E-01   0.983448E-03   0.100005E-02   0.100304E-02   0.999998E-03   0.100058E-02   0.100037E-02
   0.666667E+00   0.100000E-02   0.100000E-02   0.100000E-02   0.100000E-02   0.100000E-02   0.100000E-02   0.100000E-02   0.100000E-02   0.996917E-03   0.100000E-02   0.100000E-02   0.100000E-02   0.736838E+00   0.190460E+07   0.140297E+11   0.286641E+12   0.436556E+11   0.484885E+08   0.165489E+04   0.466466E-01   0.986307E-03   0.100099E-02   0.100418E-02   0.999996E-03   0.100076E-02   0.100049E-02
   0.833333E+00   0.100000E-02   0.100000E-02   0.100000E-02   0.100000E-02   0.100000E-02   0.100000E-02   0.100000E-02   0.100000E-02   0.100000E-02   0.100000E-02   0.100000E-02   0.998789E-03   0.100000E-02   0.180810E+07   0.134207E+11   0.275497E+12   0.485767E+11   0.447670E+08   0.684483E+04   0.959636E-01   0.987471E-03   0.100188E-02   0.100547E-02   0.999994E-03   0.100093E-02   0.100062E-02
   0.100000E+01   0.938795E-03   0.958209E-03   0.100000E-02   0.980559E-03   0.100000E-02   0.990911E-03   0.100000E-02   0.995661E-03   0.100000E-02   0.997826E-03   0.100000E-02   0.998802E-03   0.100000E-02   0.232435E+02   0.128543E+11   0.265033E+12   0.511401E+11   0.198802E+10   0.824094E+06   0.475001E+02   0.763814E-04   0.100273E-02   0.100697E-02   0.999991E-03   0.100111E-02   0.100075E-02
   0.116667E+01   0.938391E-03   0.957966E-03   0.100000E-02   0.980481E-03   0.100000E-02   0.990894E-03   0.100000E-02   0.995665E-03   0.100000E-02   0.997836E-03   0.100000E-02   0.100000E-02   0.100000E-02   0.100000E-02   0.481655E-02   0.267499E+12   0.511204E+11   0.618109E+10   0.192718E+07   0.129090E+03   0.160309E-02   0.100354E-02   0.100870E-02   0.999989E-03   0.100127E-02   0.100089E-02
   0.133333E+01   0.937927E-03   0.957686E-03   0.100000E-02   0.980389E-03   0.100000E-02   0.990872E-03   0.100000E-02   0.995666E-03   0.100000E-02   0.100000E-02   0.100000E-02   0.998824E-03   0.999083E-03   0.999249E-03   0.100000E-02   0.225382E+12   0.855778E+11   0.791166E+10   0.271560E+07   0.245458E+03   0.152913E-01   0.100944E-02   0.101067E-02   0.999986E-03   0.100143E-02   0.100103E-02
   0.150000E+01   0.938139E-03   0.957867E-03   0.100000E-02   0.980506E-03   0.100000E-02   0.990941E-03   0.100000E-02   0.995705E-03   0.100000E-02   0.100000E-02   0.100000E-02   0.998838E-03   0.999094E-03   0.100000E-02   0.418468E-01   0.153768E+12   0.149205E+12   0.101841E+11   0.413558E+07   0.365493E+03   0.475555E-01   0.102223E-02   0.101292E-02   0.999984E-03   0.100158E-02   0.100118E-02
   0.166667E+01   0.937414E-03   0.957412E-03   0.100000E-02   0.980337E-03   0.100000E-02   0.990885E-03   0.100000E-02   0.100000E-02   0.100000E-02   0.997868E-03   0.100000E-02   0.100000E-02   0.100000E-02   0.999269E-03   0.867989E+10   0.139478E+12   0.146548E+12   0.128758E+11   0.614074E+07   0.980598E+03   0.241117E+00   0.106511E-02   0.101546E-02   0.999980E-03   0.100171E-02   0.100133E-02
   0.183333E+01   0.936660E-03   0.956940E-03   0.100000E-02   0.100000E-02   0.100000E-02   0.990826E-03   0.100000E-02   0.100000E-02   0.100000E-02   0.997869E-03   0.100000E-02   0.100000E-02   0.100000E-02   0.100000E-02   0.105609E+11   0.132341E+12   0.143792E+12   0.155646E+11   0.915038E+07   0.214122E+04   0.257974E+00   0.126797E-02   0.101837E-02   0.999976E-03   0.100184E-02   0.100150E-02
   0.200000E+01   0.935943E-03   0.956492E-03   0.100000E-02   0.100000E-02   0.100000E-02   0.990770E-03   0.100000E-02   0.100000E-02   0.100000E-02   0.997870E-03   0.100000E-02   0.100000E-02   0.100000E-02   0.100000E-02   0.101508E+11   0.127816E+12   0.124574E+12   0.345415E+11   0.991036E+08   0.880469E+05   0.247373E+01   0.791196E-03   0.102121E-02   0.999971E-03   0.100196E-02   0.100167E-02
