   0.166667E+00   0.985611E+04       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity
   0.333333E+00   0.991199E+04       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity
   0.500000E+00   0.991903E+04       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity
   0.666667E+00   0.988026E+04       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity
   0.833333E+00   0.980053E+04       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity
   0.100000E+01   0.968925E+04       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity
   0.116667E+01   0.954059E+04       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity
   0.133333E+01   0.937500E+04       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity
   0.150000E+01   0.928175E+04       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity
   0.166667E+01   0.902136E+04       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity
   0.183333E+01   0.886725E+04       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity
   0.200000E+01   0.866493E+04       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity
   0.216667E+01   0.843188E+04       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity       Infinity
