   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.683558E-51   0.279475E-34   0.320792E-20   0.103376E-08   0.935250E+00   0.237547E+07   0.169390E+11   0.339107E+12   0.190590E+11   0.300731E+07   0.133220E+01   0.165682E-08   0.578487E-20   0.567057E-34   0.156053E-50   0.000000E+00   0.000000E+00   0.000000E+00
   0.166667E+00   0.100000E-02   0.100000E-02   0.100000E-02   0.100000E-02   0.100000E-02   0.100000E-02   0.100000E-02   0.999999E-03   0.100000E-02   0.999999E-03   0.100000E-02   0.999999E-03   0.873920E+00   0.223188E+07   0.160606E+11   0.323370E+12   0.266983E+11   0.143754E+05   0.322170E+03   0.100000E-04   0.100567E-02   0.999974E-03   0.100118E-02   0.999997E-03   0.100032E-02   0.100003E-02
   0.333333E+00   0.100000E-02   0.100000E-02   0.100000E-02   0.100000E-02   0.100000E-02   0.999999E-03   0.100000E-02   0.999999E-03   0.100000E-02   0.999999E-03   0.100000E-02   0.999999E-03   0.817812E+00   0.209981E+07   0.152467E+11   0.308721E+12   0.336197E+11   0.822048E+06   0.165833E+02   0.100000E-04   0.101308E-02   0.999968E-03   0.100238E-02   0.999996E-03   0.100053E-02   0.100017E-02
   0.500000E+00   0.100000E-02   0.100000E-02   0.100000E-02   0.100000E-02   0.100000E-02   0.999999E-03   0.100000E-02   0.999999E-03   0.100000E-02   0.999999E-03   0.100000E-02   0.999999E-03   0.766361E+00   0.197804E+07   0.144907E+11   0.295055E+12   0.399035E+11   0.171547E+07   0.138273E+02   0.351902E-04   0.102719E-02   0.999961E-03   0.100361E-02   0.999995E-03   0.100073E-02   0.100030E-02
   0.666667E+00   0.100000E-02   0.100000E-02   0.100000E-02   0.100000E-02   0.100000E-02   0.999999E-03   0.100000E-02   0.999999E-03   0.100000E-02   0.999999E-03   0.100000E-02   0.999999E-03   0.719095E+00   0.186560E+07   0.137874E+11   0.282285E+12   0.456136E+11   0.283612E+07   0.146630E+03   0.236662E-03   0.104423E-02   0.999954E-03   0.100488E-02   0.999995E-03   0.100094E-02   0.100043E-02
   0.833333E+00   0.100000E-02   0.100000E-02   0.100000E-02   0.100000E-02   0.100000E-02   0.999999E-03   0.100000E-02   0.999999E-03   0.100000E-02   0.999999E-03   0.100000E-02   0.999999E-03   0.675598E+00   0.176158E+07   0.131321E+11   0.270334E+12   0.508070E+11   0.399807E+07   0.211156E+02   0.615725E-03   0.106576E-02   0.999946E-03   0.100617E-02   0.999994E-03   0.100114E-02   0.100056E-02
   0.100000E+01   0.100000E-02   0.100000E-02   0.100000E-02   0.100000E-02   0.100000E-02   0.999999E-03   0.100000E-02   0.999999E-03   0.100000E-02   0.999999E-03   0.100000E-02   0.999999E-03   0.635508E+00   0.166522E+07   0.125206E+11   0.259134E+12   0.555319E+11   0.640256E+07   0.748614E+01   0.883317E-02   0.109207E-02   0.999937E-03   0.100749E-02   0.999994E-03   0.100133E-02   0.100069E-02
   0.116667E+01   0.100000E-02   0.100000E-02   0.100000E-02   0.100000E-02   0.100000E-02   0.999999E-03   0.100000E-02   0.999999E-03   0.100000E-02   0.999999E-03   0.100000E-02   0.999999E-03   0.598497E+00   0.157581E+07   0.119491E+11   0.248622E+12   0.598318E+11   0.117369E+08   0.322885E+02   0.207434E-01   0.991487E-03   0.999993E-03   0.100883E-02   0.999993E-03   0.100153E-02   0.100082E-02
   0.133333E+01   0.100000E-02   0.100000E-02   0.100000E-02   0.100000E-02   0.100000E-02   0.999999E-03   0.100000E-02   0.999999E-03   0.100000E-02   0.999999E-03   0.100000E-02   0.999999E-03   0.564276E+00   0.149272E+07   0.114143E+11   0.238743E+12   0.637505E+11   0.161113E+08   0.827533E+02   0.135053E-01   0.999468E-03   0.999993E-03   0.101017E-02   0.999993E-03   0.100172E-02   0.100095E-02
   0.150000E+01   0.100000E-02   0.100000E-02   0.100000E-02   0.100000E-02   0.100000E-02   0.999999E-03   0.100000E-02   0.999999E-03   0.100000E-02   0.999999E-03   0.100000E-02   0.999999E-03   0.532591E+00   0.141541E+07   0.109131E+11   0.229446E+12   0.673184E+11   0.244907E+08   0.144305E+03   0.545457E-04   0.978254E-03   0.999993E-03   0.101147E-02   0.999993E-03   0.100191E-02   0.100107E-02
